,MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities,PARTY SYMBOL,MARGIN,No Of AC Segments,No Of Polling Station,Electors,Avg. No. of Electors Per PS,Nominations,Contestants,Forefeited Deposits,Voters,Voters Turn Out (%),MARGIN/Voters,
123,V. Kalanidhi,Elected,5/23/2019,In office,1,Tamil Nadu,Chennai North,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,50,13,0,33,0.79,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,1,1997-98,,,0,405294714,258386550,Rising Sun,461518,6,1474,1487681,1009,45,23,22,955931,64.26,0.4827942603,
96,Kapil Moreshwar Patil,Elected,5/23/2019,In office,2,Maharashtra,Bhiwandi,Bharatiya Janata Party,Male,Graduate,Graduate,58,16,0,64,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,2,2018-19,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,418850781,5645459,Lotus,156329,6,2200,1890100,859,22,15,13,1005605,53.2,0.1554576598,
200,Inderjit Singh Rao,Elected,5/23/2019,In office,5,Haryana,Gurgaon,Bharatiya Janata Party,Male,Graduate Professional,"B.A. (Hons), LL.B., Educated at University of Delhi, Delhi",70,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,5/8/2019,2.5,,,,,0,420970754,31500000,Lotus,386256,9,2254,2150728,954,34,24,22,1448101,67.33,0.2667327762,
136,T.R.V.S. Ramesh,Elected,5/23/2019,In office,1,Tamil Nadu,Cuddalore,Dravida Munnetra Kazhagam,Male,Graduate Professional,Information Not Available,49,4,0,15,0.85,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/9/2019,2.5,1,,,,0,423378552,102828604,Rising Sun,143983,6,1499,1364038,910,35,21,19,1043380,76.49,0.137996703,
237,Poonamben Hematbhai Maadam,Elected,5/23/2019,In office,2,Gujarat,Jamnagar,Bharatiya Janata Party,Female,Graduate,Graduate,45,10,0,51,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,2019-20,,,0,427331034,98632194,Lotus,236804,7,1946,1657166,852,44,28,26,1011449,61.03,0.2341235198,
347,Shardaben Anilbhai Patel,Elected,5/23/2019,In office,1,Gujarat,Mehesana,Bharatiya Janata Party,Female,12th Pass,Information Not Available,71,9,0,26,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,-,,,0,440308300,7477793,Lotus,281519,7,1863,1648869,885,20,12,10,1084677,65.78,0.2595417806,
382,C. R. Patil,Elected,5/23/2019,In office,3,Gujarat,Navsari,Bharatiya Janata Party,Male,10th Pass,"I.T.I; Educated at Industrial Training Institute, Surat",64,1,0,3,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-09-2019,2.5,2,2018-19,"Audit Certificate Pending, Utilisation Certificate Pending.","Audit Certificate Pending, Utilisation Certificate Pending.",1,446044269,56846658,Lotus,689668,7,2098,1971658,940,29,25,23,1309236,66.4,0.5267713384,
427,Margani Bharat Ram,Elected,5/23/2019,In office,1,Andhra Pradesh,Rajahmundry,Yuvajana Sramika Rythu Congress Party,Male,Graduate,Information Not Available,37,19,0,34,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,0.5,2.5,1,2019-2020,26-09-2019,2.5,2,2018-19,,,2,458205360,17814757,Ceiling Fan,121634,7,1584,1534256,969,17,11,9,1250488,81.5,0.09726922609,
192,Nishikant Dubey,Elected,5/23/2019,In office,3,Jharkhand,Godda,Bharatiya Janata Party,Male,Doctorate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi) ",51,65,4,86,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,,,,4,462757500,0,Lotus,184227,6,2347,1716766,731,26,13,11,1194343,69.57,0.1542496586,
166,Sridhar Kotagiri,Elected,5/23/2019,In office,1,Andhra Pradesh,Eluru,Yuvajana Sramika Rythu Congress Party,Male,Graduate,Information Not Available,46,7,0,52,0.85,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,5,1.34,4.71,2,2019-2020,27-02-2020,2.5,2,2017-18,,,0,462808829,33560974,Ceiling Fan,165925,7,1771,1594950,901,14,10,8,1332210,83.53,0.1245486823,
259,Gautham Sigamani Pon,Elected,5/23/2019,In office,1,Tamil Nadu,Kallakurichi,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,45,9,0,29,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,1998-99,,,1,471186830,81131909,Rising Sun,399919,6,1794,1528938,852,33,24,22,1204935,78.81,0.3319008909,
117,Kirron Anupam Kher,Elected,5/23/2019,In office,2,Chandigarh,Chandigarh,Bharatiya Janata Party,Female,Post Graduate,M.A(English Literature),67,9,0,63,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9,0,63,0.97,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,11/12/2019,2.5,1,,,,0,474983574,6279188,Lotus,46970,1,597,646729,1083,45,36,34,456637,70.61,0.1028606968,
185,Mahesh Sharma,Elected,5/23/2019,In office,2,Uttar Pradesh,Gautam Buddha Nagar,Bharatiya Janata Party,Male,Graduate Professional,M.B.B.S.,60,1,0,0,0.92,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,2,2016-17,"Eligible MPR not Received, Utilisation Certificate Pending.","Eligible MPR not Received, Utilisation Certificate Pending.",0,478759568,43863749,Lotus,336922,5,2397,2302960,961,21,13,11,1393141,60.49,0.2418434315,
375,A.K.P. Chinraj,Elected,5/23/2019,In office,1,Tamil Nadu,Namakkal,Dravida Munnetra Kazhagam,Male,Graduate,Information Not Available,54,5,0,77,0.73,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,2,,,,0,485205173,18642484,Rising Sun,265151,6,1653,1413599,855,36,29,27,1133984,80.22,0.2338225231,
102,Ramesh Chandappa Jigajinagi,Elected,5/23/2019,In office,6,Karnataka,Bijapur,Bharatiya Janata Party,Male,Graduate,"M.A.; Educated at S.B.New Arts College, Bijapur , Karnataka",67,0,0,0,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,1,2017-18,,,0,504122985,1600000,Lotus,258038,8,2101,1797587,856,17,12,10,1112493,61.89,0.2319457291,
516,Gangasandra Siddappa Basavaraj,Elected,5/23/2019,In office,5,Karnataka,Tumkur,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., B.L.; Educated at First Grade College, Tumkur and Vidyodaya Law College, Tumkur, Karnataka",78,3,0,9,0.89,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/11/2019,2.5,1,2019-20,,,0,510779150,113844867,Lotus,13339,8,1907,1608545,843,23,15,13,1245469,77.43,0.01071002169,
467,Vincent H Pala,Elected,5/23/2019,In office,3,Meghalaya,Shillong,Indian National Congress,Male,Graduate Professional,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",52,3,0,57,0.92,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5,0,31,0.84,Lok Sabha,17th Lok Sabha,,,,,,,,,,,,0,549515421,0,Hand,152433,36,2053,1197806,583,8,6,4,784279,65.48,0.1943606803,
490,Maneka Gandhi,Elected,5/23/2019,In office,8,Uttar Pradesh,Sultanpur,Bharatiya Janata Party,Female,12th Pass,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",63,0,0,22,0.79,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.47,4.63,2,2019-2020,26-02-2020,2.5,2,,,,0,556926451,11935800,Lotus,14526,5,2118,1775196,838,23,15,13,1000764,56.37,0.01451491061,
378,Pocha. Brahmananda Reddy,Elected,5/23/2019,In office,1,Andhra Pradesh,Nandyal,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,Information Not Available,62,5,0,8,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,0.7,2.51,1,2019-2020,17-10-2019,2.5,2,2017-18,,,1,585932911,177035582,Ceiling Fan,250119,7,1938,1603220,827,28,20,18,1299785,81.07,0.1924310559,
532,D.M. Kathir Anand,Elected,8/9/2019,In office,1,Tamil Nadu,Vellore,Dravida Munnetra Kazhagam,Male,Post Graduate,Information not available,Information not available,3,0,15,0.9,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),5.9,0.1,21,0.85,7.3,0,27,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,2,2019-2020,26-02-2020,2.5,1,2019-20,,,2,587579451,3307588,,,,,,,,,,,,,AVG Margin
67,Mohammad Akbar Lone,Elected,5/23/2019,In office,1,Jammu and Kashmir,Baramulla,Jammu and Kashmir National Conference,Male,Graduate Professional,"B.A. LL.B. Educated at Kashmir University and Aligarh Muslim University, U.P",73,4,0,0,0.62,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.2,0,18,0.75,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/9/2019,2.5,2,2017-18,"Eligible MPR not Received, Incorrect Utilisation Certificate.","Eligible MPR not Received, Incorrect Utilisation Certificate.",0,597434000,104935,Plough,30233,15,1745,1317738,755,14,9,6,455999,34.6,0.06630058399,0.1402506534
410,Feroze Varun Gandhi,Elected,5/23/2019,In office,3,Uttar Pradesh,Pilibhit,Bharatiya Janata Party,Male,Post Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",39,4,1,54,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.61,4.95,2,2019-2020,27-02-2020,2.5,2,,,,0,603200539,28952800,Lotus,255627,5,1944,1761207,906,16,13,11,1187225,67.41,0.2153147045,
90,Sunil Baburao Mendhe,Elected,5/23/2019,In office,1,Maharashtra,Bhandara-Gondiya,Bharatiya Janata Party,Male,Others,Information Not Available,51,10,0,34,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-03-2020,2.5,1,,,,2,627543615,19861338,Lotus,197394,6,2184,1811556,829,34,14,12,1246543,68.81,0.1583531414,
184,Queen Oja,Elected,5/23/2019,In office,1,Assam,Gauhati,Bharatiya Janata Party,Female,Graduate,Information Not Available,69,16,0,40,0.89,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10.3,0,31,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,,,,0,630219570,34034178,Lotus,345606,10,2592,2181319,842,19,17,15,1763950,80.87,0.1959273222,
405,Preneet Kaur,Elected,5/23/2019,In office,4,Punjab,Patiala,Indian National Congress,Female,Graduate,"B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh",75,6,0,0,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,21-08-2019,2.5,,,,,0,635973757,42453369,Hand,162718,9,1922,1739600,905,33,25,23,1178847,67.77,0.1380314833,
428,P.V. Midhun Reddy,Elected,5/23/2019,In office,2,Andhra Pradesh,Rajampet,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,MBA,42,12,0,44,0.82,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,5,1.75,4.78,2,2019-2020,6/3/2020,2.5,1,2019-20,,,3,665085701,205473477,Ceiling Fan,268284,7,1892,1546938,818,20,9,7,1226152,79.26,0.2188015841,
469,B.Y. Raghavendra,Elected,5/23/2019,In office,2,Karnataka,Shimoga,Bharatiya Janata Party,Male,Graduate,"B.B.M. Educated at A.T.N.C.C., Shivamogga, Karnataka",46,9,0,39,0.65,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,1,,,,2,674093851,14150647,Lotus,223360,8,2021,1676668,830,14,12,10,1284067,76.58,0.1739473096,
138,Mohanbhai Delkar,Elected,5/23/2019,In office,7,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Independent,Male,Graduate,B.A.,57,16,0,12,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,16,0,12,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,7/1/2020,2.5,1,1997-98,,,0,708885980,37268162,Batsman,9001,1,288,250029,868,13,11,9,198984,79.58,0.04523479275,
210,Udasi Shivkumar Chanabasappa,Elected,5/23/2019,In office,3,Karnataka,Haveri,Bharatiya Janata Party,Male,12th Pass,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",52,24,0,81,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,2019-20,,,0,718499195,165566495,Lotus,140882,8,1972,1708510,866,19,10,8,1267888,74.21,0.1111154929,
56,P. C. Mohan,Elected,5/23/2019,In office,3,Karnataka,Bangalore Central,Bharatiya Janata Party,Male,12th Pass,Educated at Vijiya College,56,2,0,30,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,1,2019-20,,,0,755529306,312521957,Lotus,70968,8,2082,2204817,1059,29,22,20,1197687,54.32,0.05925421249,
211,Jayant Sinha,Elected,5/23/2019,In office,2,Jharkhand,Hazaribagh,Bharatiya Janata Party,Male,Post Graduate,"Bachelor of Technology (IIT, Delhi), M.Sc. (University of Pennsylvania), M.B.A. (Harvard Business School)",56,6,0,42,0.74,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,25-02-2020,2.5,1,,,,0,770749002,193271437,Lotus,479548,5,2278,1667465,732,18,16,14,1081382,64.85,0.4434584633,
155,Badruddin Ajmal,Elected,5/23/2019,In office,3,Assam,Dhubri,All India United Democratic Front,Male,Post Graduate,"Fazil-e-Deoband (Masters in Islamic Theology and Arabic); Educated at Darul Uloom, Deoband, Uttar Pradesh",70,10,0,51,0.42,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10.3,0,31,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,1,,Eligible MPR not Received.,Eligible MPR not Received.,7,788064044,10159381,Lock and Key,226258,10,2450,1858566,759,17,15,12,1685058,90.66,0.1342731229,
481,Karti P. Chidambaram,Elected,5/23/2019,In office,1,Tamil Nadu,Sivaganga,Indian National Congress,Male,Graduate Professional,Information Not Available,Information not available,5,0,18,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,,,,8,793729024,174081116,Hand,332244,6,1856,1552019,836,31,26,24,1084906,69.9,0.3062421998,
534,Kesineni Srinivas,Elected,5/23/2019,In office,2,Andhra Pradesh,Vijayawada,Telugu Desam Party,Male,10th Pass,Matric,54,10,0,46,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,-1.31,2.51,1,2019-2020,17-09-2019,2.5,1,2018-19,,,0,808152415,512332955,Bicycle,8726,7,1709,1652994,967,21,15,13,1277775,77.3,0.006829058324,
199,Ajay Singh Dharmendra Deol,Elected,5/23/2019,In office,1,Punjab,Gurdaspur,Bharatiya Janata Party,Male,Others,Information Not Available,62,0,0,0,0.38,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,1.43,1.98,1,2019-2020,31-07-2019,2.5,2,2018-19,,,0,871925679,534644785,Lotus,82459,9,1826,1595284,874,23,15,13,1104546,69.24,0.07465420182,
388,Arvind Dharmapuri,Elected,5/23/2019,In office,1,Telangana,Nizamabad,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,43,3,0,10,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,1.51,2.46,1,2019-2020,15-11-2019,2.5,1,,,,1,876930468,337580746,Lotus,70875,7,1788,1553385,869,203,185,183,1063182,68.44,0.06666309249,
408,T.R. Paarivendhar,Elected,5/23/2019,In office,1,Tamil Nadu,Perambalur,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,78,10,0,58,0.74,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,1,1997-98,,,2,972730368,65935070,Rising Sun,403518,6,1644,1391853,847,32,19,17,1103160,79.26,0.3657837485,
318,Balashowry Vallabbhaneni,Elected,5/23/2019,In office,2,Andhra Pradesh,Machilipatnam,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,B.A.,51,2,0,72,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.52,2.52,1,2019-2020,17-09-2019,2.5,2,2017-18,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",2,990575840,746310844,Ceiling Fan,60238,7,1752,1473347,841,18,12,10,1245552,84.54,0.0483624931,
340,Shrirang Appa Barne,Elected,5/23/2019,In office,2,Maharashtra,Maval,Shiv Sena,Male,8th Pass,10th Class,56,41,4,153,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,18-12-2019,2.5,1,2019-20,,,3,1023310134,416612,Bow and Arrow,215913,6,2504,2298080,918,32,21,19,1369456,59.59,0.1576633349,
284,Nama Nageswara Rao,Elected,5/23/2019,In office,2,Telangana,Khammam,Telangana Rashtra Samithi,Male,12th Pass,,62,22,0,38,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,5,1074671341,80721594,Car,168062,7,1798,1513809,842,34,23,21,1139848,75.3,0.147442466,
30,S. Jagathrakshakan,Elected,5/23/2019,In office,4,Tamil Nadu,Arakkonam,Dravida Munnetra Kazhagam,Male,10th Pass,Educated at Valudvur,72,7,0,36,0.52,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,2,-,,,2,1146984897,166365972,Rising Sun,328956,6,1700,1500016,882,24,19,17,1179712,78.65,0.2788443281,
128,B.N. Bache Gowda,Elected,5/23/2019,In office,1,Karnataka,Chikkballapur,Bharatiya Janata Party,Male,Graduate Professional,"BSc., B.L., Educated at Mysore University, Karnataka",77,0,0,13,0.53,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.51,2.51,1,2019-2020,19-11-2019,2.5,1,2018-19,,,0,1153501141,0,Lotus,182110,8,2284,1808780,792,25,15,13,1387987,76.74,0.1312043989,
417,Pinaki Misra,Elected,5/23/2019,In office,4,Odisha,Puri,Biju Janata Dal,Male,Graduate Professional,"B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",60,18,0,58,0.91,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,,,,0,1174701344,21932742,Conch,11714,7,1769,1562331,883,9,8,6,1136124,72.72,0.01031049428,
513,Sukhbir Singh Jaunapuria,Elected,5/23/2019,In office,2,Rajasthan,Tonk-Sawai Madhopur,Bharatiya Janata Party,Male,12th Pass,B.Com.,62,11,0,49,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,2,2019-20,,,0,1233802420,0,Lotus,111291,8,2072,1945992,939,10,8,6,1234467,63.44,0.09015307821,
246,Anurag Sharma,Elected,5/23/2019,In office,1,Uttar Pradesh,Jhansi,Bharatiya Janata Party,Male,Post Graduate,"B.Com. (Hons), M. Com., OPM Programme, Educated at Hislop College, Nagpur, Bundelkhand University, U.P. and Harvard Business School, Harvard University",55,13,0,39,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/10/2019,2.5,2,2017-18,"Eligible MPR not Received, Incorrect Audit Certificate.","Eligible MPR not Received, Incorrect Audit Certificate.",0,1243060113,14212970,Lotus,365683,5,2329,2040739,876,21,11,9,1381130,67.68,0.264770876,
344,Kotha Prabhakar Reddy,Elected,5/23/2019,In office,2,Telangana,Medak,Telangana Rashtra Samithi,Male,Graduate,"B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University",54,13,0,56,0.64,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,-0.68,1.36,1,2019-2020,4/10/2019,2.5,1,,,,0,1266581773,268266203,Car,316427,7,2043,1603318,785,20,10,7,1150331,71.75,0.2750747394,
319,Ranjeetsinha Hindurao Naik Nimbalkar,Elected,5/23/2019,In office,1,Maharashtra,Madha,Bharatiya Janata Party,Male,12th Pass,Information Not Available,42,3,0,17,0.47,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,2019-20,,,2,1275160578,896315287,Lotus,85764,6,2025,1909574,943,42,31,29,1217823,63.77,0.07042402714,
544,Bheemrao B. Patil,Elected,5/23/2019,In office,2,Telangana,Zahirabad,Telangana Rashtra Samithi,Male,Graduate,B.Sc. (Agriculture),64,13,0,63,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.13,2.37,1,2019-2020,21-08-2019,2.5,1,,,,18,1287851556,11535000,Car,6229,7,1940,1498666,773,18,12,10,1044504,69.7,0.005963596118,
